Sequence Id	Length	GC
k105_137196	546	43.59
k105_128172	572	64.51
k105_137197	310	30.00
k105_125799	593	66.27
k105_90285	664	65.81
k105_87481	359	53.20
k105_118217	517	32.11
k105_150087	749	47.13
k105_137192	401	62.84
k105_64050	204	34.31
k105_137375	305	53.77
k105_21418	559	30.77
k105_137193	347	54.18
k105_137376	809	44.75
k105_28062	374	55.88
k105_28063	399	45.36
k105_28060	1065	38.97
k105_28061	1012	35.57
k105_28066	1194	33.50
k105_28067	2205	34.69
k105_28064	2132	34.57
k105_28065	429	65.03
k105_159938	1065	36.06
k105_50914	354	22.88
k105_28068	626	45.21
k105_146531	413	57.87
k105_50911	1284	46.34
k105_50910	629	27.82
k105_136708	617	51.54
k105_136709	751	45.01
k105_71015	327	33.33
k105_71014	1232	71.59
k105_111329	834	30.34
k105_111328	438	51.14
k105_71011	495	59.19
k105_171381	1105	57.65
k105_71013	305	41.97
k105_71012	394	45.94
k105_111323	535	30.47
k105_111322	316	56.01
k105_131934	534	41.01
k105_111320	451	67.41
k105_111327	317	37.85
k105_111326	882	35.94
k105_111325	463	34.34
k105_111324	904	66.26
k105_167854	314	62.10
k105_167855	525	28.57
k105_167856	455	50.33
k105_167857	681	33.92
k105_167850	528	60.61
k105_167851	1018	46.76
k105_167852	2028	45.71
k105_167853	587	26.06
k105_167859	422	36.26
k105_87024	1090	31.10
k105_87027	462	65.58
k105_87026	336	35.12
k105_87021	707	41.44
k105_87020	1653	29.28
k105_101179	334	51.50
k105_101178	738	63.69
k105_101177	318	49.06
k105_101176	386	52.07
k105_101175	385	28.57
k105_101174	581	37.87
k105_101172	211	38.39
k105_101171	426	35.68
k105_101170	373	31.90
k105_15978	365	52.60
k105_15979	879	39.59
k105_95492	494	56.48
k105_171389	721	26.77
k105_15970	423	34.52
k105_15971	1418	57.19
k105_15972	549	38.07
k105_15973	630	58.73
k105_15974	1222	33.88
k105_15975	599	41.74
k105_15976	321	36.76
k105_15977	1852	67.22
k105_144660	399	69.17
k105_144662	460	57.61
k105_144663	457	53.39
k105_144664	330	44.24
k105_144666	961	54.73
k105_144667	547	48.26
k105_144668	576	57.47
k105_144669	372	64.52
k105_161545	357	50.70
k105_96398	387	46.77
k105_87485	477	50.73
k105_53430	521	34.17
k105_108205	305	47.54
k105_53437	717	39.61
k105_94334	778	39.33
k105_106418	1521	56.94
k105_32559	330	33.64
k105_128173	1067	49.30
k105_75205	429	49.88
k105_150962	368	67.12
k105_87484	418	55.98
k105_150086	222	62.61
k105_53258	1392	59.99
k105_53257	533	59.10
k105_53256	1257	35.48
k105_53255	383	30.03
k105_53254	368	55.71
k105_53253	438	60.50
k105_53252	858	35.43
k105_53251	756	53.44
k105_53250	965	49.43
k105_46337	2146	69.80
k105_76548	350	38.00
k105_76549	473	58.77
k105_46332	361	54.29
k105_46333	429	29.60
k105_46330	349	42.69
k105_46331	418	38.76
k105_76542	1805	35.68
k105_76543	506	58.70
k105_76540	456	36.84
k105_76541	424	29.48
k105_76547	317	48.26
k105_76544	305	33.44
k105_76545	603	50.58
k105_168509	364	31.87
k105_168503	773	60.03
k105_168501	375	49.33
k105_168500	410	32.20
k105_168507	520	28.65
k105_168506	309	35.60
k105_168504	489	34.56
k105_131931	762	50.52
k105_59376	366	39.89
k105_86778	2627	62.81
k105_86779	917	53.54
k105_10588	458	46.94
k105_93289	529	49.72
k105_59377	304	43.42
k105_86772	720	48.75
k105_86773	242	45.45
k105_62215	306	56.86
k105_10589	375	45.07
k105_86776	555	45.95
k105_96887	1006	50.40
k105_96925	543	53.78
k105_86775	996	26.81
k105_10586	1091	60.59
k105_19458	463	52.27
k105_171924	549	28.60
k105_96881	435	49.66
k105_8119	542	47.05
k105_151683	327	62.08
k105_96883	445	57.98
k105_96882	340	51.18
k105_10583	418	43.78
k105_64464	753	64.67
k105_96168	433	49.42
k105_96169	325	66.77
k105_81092	766	65.27
k105_81093	357	30.53
k105_81090	873	55.90
k105_81091	942	43.95
k105_81096	309	37.22
k105_81097	2028	51.23
k105_81094	365	48.77
k105_81095	1121	57.27
k105_96889	675	61.48
k105_81098	612	48.20
k105_81099	2123	53.09
k105_85168	404	48.27
k105_85935	357	48.18
k105_96888	496	59.88
k105_49027	357	47.06
k105_49026	799	33.04
k105_49025	520	39.81
k105_49023	525	36.95
k105_48497	325	54.77
k105_49021	409	44.01
k105_49020	493	41.18
k105_10809	904	64.27
k105_48496	650	32.31
k105_49029	384	66.15
k105_49028	308	40.58
k105_75206	693	33.04
k105_51145	346	48.84
k105_54708	809	62.42
k105_54709	639	41.16
k105_54704	457	65.21
k105_54705	306	64.38
k105_54706	415	66.27
k105_54707	311	53.70
k105_54700	304	22.37
k105_54701	310	33.55
k105_54702	551	61.34
k105_137446	955	65.65
k105_94875	1398	57.94
k105_51146	567	36.16
k105_149959	309	37.86
k105_149958	460	34.57
k105_149955	1321	52.69
k105_78360	294	34.01
k105_149957	496	58.47
k105_138493	601	35.61
k105_149951	304	49.01
k105_149950	774	62.27
k105_149953	484	38.43
k105_78361	995	30.15
k105_12405	788	36.93
k105_57965	472	40.47
k105_12407	361	62.05
k105_12406	374	31.55
k105_12401	479	55.11
k105_12403	484	57.02
k105_57964	365	30.68
k105_51142	718	30.92
k105_12409	897	41.14
k105_12408	745	31.54
k105_171928	383	56.40
k105_171651	995	30.75
k105_21413	397	23.68
k105_171650	481	61.95
k105_171653	1140	33.95
k105_41434	527	68.31
k105_171652	1411	33.59
k105_78368	1606	44.65
k105_78369	482	45.85
k105_137891	614	30.94
k105_168733	683	42.17
k105_137893	1008	29.46
k105_137892	382	46.60
k105_137895	212	35.38
k105_137894	627	37.32
k105_89248	1006	54.97
k105_89247	370	53.78
k105_89246	471	24.84
k105_89245	685	62.48
k105_171656	475	45.89
k105_89243	418	62.68
k105_89241	450	64.22
k105_89240	342	64.91
k105_4879	777	54.05
k105_49681	489	25.97
k105_88118	393	51.15
k105_88119	377	59.42
k105_49685	375	56.00
k105_49684	725	31.45
k105_4870	494	41.90
k105_88115	375	33.07
k105_88116	322	30.12
k105_88117	1668	28.18
k105_88111	1080	73.15
k105_50131	514	61.48
k105_57968	1933	51.89
k105_80323	332	29.82
k105_80322	715	45.73
k105_80321	353	42.49
k105_80320	428	70.56
k105_80327	566	43.82
k105_80325	531	55.18
k105_80324	359	32.59
k105_129764	678	35.25
k105_80329	373	60.32
k105_80328	1841	50.84
k105_148578	769	50.46
k105_109449	312	53.53
k105_48374	666	50.45
k105_48375	1450	36.14
k105_48377	568	34.51
k105_48370	1273	76.83
k105_48371	1094	67.92
k105_48372	375	52.53
k105_48373	313	58.47
k105_48378	668	70.21
k105_48379	416	56.01
k105_20005	849	31.92
k105_22837	978	52.76
k105_22836	356	35.67
k105_22835	380	39.21
k105_28850	301	59.14
k105_22833	426	49.06
k105_22832	1193	27.49
k105_28855	286	39.51
k105_22830	1823	64.29
k105_116890	605	63.97
k105_116891	872	37.84
k105_28859	2001	55.82
k105_28858	462	49.35
k105_116894	350	43.71
k105_116895	345	40.29
k105_22839	750	63.47
k105_22838	1612	35.17
k105_147133	937	51.33
k105_13758	892	59.87
k105_13759	516	55.81
k105_13752	700	60.86
k105_13753	548	53.83
k105_13750	383	45.69
k105_13751	1364	60.26
k105_13756	431	33.87
k105_13757	618	37.86
k105_13755	1829	33.41
k105_36807	484	42.56
k105_36806	439	71.07
k105_36805	938	61.41
k105_36804	357	61.62
k105_36803	629	55.01
k105_36802	313	65.81
k105_36801	1520	60.00
k105_36800	475	48.84
k105_22769	1269	46.73
k105_64488	305	60.33
k105_64489	372	43.82
k105_36809	874	52.40
k105_36808	1904	50.05
k105_117271	530	64.91
k105_137279	1060	58.68
k105_137278	704	51.28
k105_101948	1071	40.52
k105_101949	655	30.84
k105_101946	531	39.36
k105_101947	571	31.87
k105_101944	655	47.48
k105_101945	460	41.96
k105_101942	597	34.51
k105_101943	1038	35.07
k105_101940	565	43.72
k105_101941	362	37.29
k105_58708	434	47.24
k105_58709	438	39.50
k105_58700	764	45.94
k105_58701	939	51.54
k105_58702	336	31.25
k105_58703	932	66.31
k105_58704	394	60.66
k105_58705	467	41.33
k105_58706	547	44.06
k105_58707	741	47.50
k105_59079	890	54.83
k105_59078	659	49.92
k105_159462	1900	29.47
k105_159463	544	38.79
k105_159464	335	30.75
k105_159465	468	34.40
k105_159466	371	44.47
k105_59071	613	62.15
k105_59070	489	48.26
k105_59073	1604	55.80
k105_59072	399	51.38
k105_59075	516	44.57
k105_59074	350	63.14
k105_59077	563	66.96
k105_59076	384	43.23
k105_91602	1064	29.32
k105_91603	370	35.68
k105_91600	306	62.42
k105_91601	933	31.73
k105_91606	387	33.07
k105_91607	420	43.10
k105_91604	497	42.45
k105_91605	380	49.74
k105_78287	576	43.40
k105_78286	440	58.64
k105_78285	364	67.03
k105_78284	927	67.64
k105_78282	1710	52.98
k105_78281	501	53.29
k105_78280	458	37.12
k105_171552	450	30.22
k105_171550	484	32.23
k105_170387	1956	66.41
k105_171556	1195	37.57
k105_171557	799	27.28
k105_171554	400	61.50
k105_171555	364	45.60
k105_170380	347	40.92
k105_171558	311	37.62
k105_171559	659	49.17
k105_173056	402	52.74
k105_86415	318	33.65
k105_170381	567	26.46
k105_92557	1240	55.81
k105_92556	483	57.76
k105_92555	685	53.43
k105_92554	318	47.80
k105_92553	372	62.63
k105_92552	798	63.53
k105_92551	477	48.01
k105_92550	674	54.15
k105_119413	1167	35.56
k105_60496	322	39.13
k105_8987	554	44.22
k105_8227	301	38.21
k105_92559	442	37.10
k105_92558	2246	58.64
k105_1961	2018	34.84
k105_1960	384	32.29
k105_1963	381	60.10
k105_1962	537	37.06
k105_1964	1425	38.60
k105_1967	427	32.55
k105_1966	808	41.34
k105_1969	401	25.44
k105_8221	582	45.88
k105_130871	309	34.95
k105_93608	358	37.43
k105_108785	425	61.88
k105_8220	852	46.24
k105_24295	529	29.30
k105_24294	507	31.16
k105_24297	520	31.73
k105_22765	435	35.17
k105_24291	420	41.19
k105_24290	520	68.46
k105_24293	380	35.00
k105_24292	853	53.46
k105_7758	1723	60.88
k105_108783	404	36.14
k105_8222	378	60.32
k105_24299	414	36.96
k105_24298	3789	41.22
k105_160065	396	33.59
k105_108782	1487	55.95
k105_108781	301	38.54
k105_27928	374	38.24
k105_27929	488	40.57
k105_27926	604	34.11
k105_27927	1340	34.03
k105_27924	414	38.16
k105_108780	454	42.51
k105_27922	536	48.32
k105_27923	1110	36.13
k105_27920	316	35.44
k105_27921	716	53.91
k105_75477	610	60.98
k105_130878	578	32.87
k105_117270	466	62.02
k105_130879	567	28.75
k105_7451	453	40.18
k105_21519	963	42.37
k105_62420	479	60.33
k105_7450	415	51.81
k105_129859	383	44.91
k105_62421	220	59.55
k105_21511	426	66.90
k105_21510	358	36.31
k105_21513	1493	63.09
k105_21512	372	66.13
k105_21515	465	35.70
k105_21514	447	58.84
k105_172646	582	60.31
k105_21516	1264	44.15
k105_96928	765	43.53
k105_117453	364	52.20
k105_7455	676	54.29
k105_7454	507	49.11
k105_60480	686	56.41
k105_60481	615	33.82
k105_60482	591	61.76
k105_60483	377	67.11
k105_60484	875	50.17
k105_60485	1591	32.18
k105_60486	286	28.32
k105_60487	455	25.93
k105_60488	377	28.65
k105_60489	374	63.37
k105_148571	417	29.98
k105_62427	318	58.81
k105_105424	391	65.98
k105_17125	403	28.04
k105_17124	2290	26.16
k105_17127	701	27.82
k105_17121	2005	45.84
k105_17120	377	53.32
k105_17123	504	28.77
k105_17122	961	42.35
k105_117454	465	63.44
k105_17129	1008	37.30
k105_17128	1102	53.72
k105_132588	640	34.84
k105_132589	617	39.06
k105_154388	504	47.62
k105_154389	409	40.59
k105_41438	573	31.24
k105_132580	543	41.99
k105_132581	320	31.88
k105_132582	301	59.80
k105_154381	754	39.52
k105_132584	2448	29.53
k105_132585	625	60.64
k105_154384	308	31.49
k105_162255	1201	42.38
k105_162254	322	55.59
k105_162257	681	37.59
k105_162256	471	55.20
k105_162251	1079	35.13
k105_162250	525	32.00
k105_162252	453	50.99
k105_75150	1146	52.18
k105_162259	311	46.62
k105_32617	472	50.21
k105_32614	348	56.90
k105_32615	403	49.63
k105_32612	337	33.53
k105_32613	1418	73.55
k105_32610	595	36.64
k105_109197	1071	30.81
k105_32618	397	35.26
k105_32619	394	36.29
k105_11986	503	35.39
k105_161759	313	36.42
k105_43368	416	56.49
k105_109191	713	34.36
k105_109190	672	64.58
k105_65601	664	46.23
k105_150394	392	64.29
k105_109193	2006	52.14
k105_65600	501	55.09
k105_109192	528	38.83
k105_65603	1117	27.93
k105_10681	385	38.96
k105_71832	629	62.48
k105_42718	566	62.37
k105_65602	448	45.31
k105_43369	361	44.88
k105_28606	333	29.43
k105_147721	642	38.63
k105_65605	367	33.79
k105_84699	456	60.75
k105_147722	557	32.68
k105_97104	410	46.59
k105_65604	635	30.55
k105_68813	485	37.32
k105_68812	430	45.12
k105_68811	366	38.80
k105_68810	1025	32.98
k105_68817	559	28.09
k105_68816	453	29.80
k105_68815	325	43.08
k105_11989	1024	44.24
k105_68819	452	54.87
k105_68818	606	53.96
k105_11988	481	27.23
k105_173305	491	52.55
k105_6586	533	38.65
k105_10478	706	56.80
k105_10479	413	33.17
k105_28607	846	28.96
k105_147726	599	39.07
k105_173303	367	41.96
k105_6587	412	31.07
k105_10473	447	34.23
k105_10470	457	36.98
k105_147727	923	65.33
k105_10476	635	52.28
k105_6584	440	52.95
k105_10474	843	63.82
k105_150396	400	67.25
k105_62226	1481	42.88
k105_62227	409	31.54
k105_62224	669	43.05
k105_6585	306	58.17
k105_62222	1678	61.14
k105_62223	418	28.71
k105_62220	618	35.76
k105_62221	1342	52.46
k105_136427	945	35.66
k105_8594	681	57.86
k105_64460	964	64.11
k105_62228	676	43.79
k105_136426	1234	55.67
k105_118935	415	31.33
k105_118934	669	34.83
k105_128729	1016	46.95
k105_128728	303	32.67
k105_6580	759	35.84
k105_118933	686	26.68
k105_118932	419	68.26
k105_128723	576	38.54
k105_128722	928	44.07
k105_128721	535	40.19
k105_6581	340	37.94
k105_128727	363	58.68
k105_128726	324	48.77
k105_148577	368	29.62
k105_26094	379	47.76
k105_9507	313	33.87
k105_9506	704	35.94
k105_9505	432	29.17
k105_9504	340	44.12
k105_9503	339	35.69
k105_9502	398	54.77
k105_9501	362	46.96
k105_9500	467	37.04
k105_166274	543	41.80
k105_67574	331	57.70
k105_130982	465	29.68
k105_130983	421	36.34
k105_130980	571	45.01
k105_130981	209	36.84
k105_130986	401	54.36
k105_130987	422	54.03
k105_130984	1032	39.05
k105_130985	420	72.86
k105_56391	870	32.07
k105_56390	507	56.41
k105_130988	5753	58.77
k105_130989	1394	38.88
k105_56395	1057	58.56
k105_56394	485	30.10
k105_56397	779	47.75
k105_56396	1025	45.85
k105_59638	344	54.94
k105_969	457	56.02
k105_968	354	40.68
k105_967	342	52.34
k105_966	538	38.66
k105_965	2013	50.77
k105_964	1467	32.11
k105_963	492	27.44
k105_962	445	37.53
k105_961	320	47.50
k105_960	569	56.77
k105_67760	1284	25.70
k105_67761	2109	40.26
k105_67762	507	36.29
k105_67763	1883	61.44
k105_67764	488	57.99
k105_67765	302	43.71
k105_67766	326	29.14
k105_67767	413	43.10
k105_67768	372	40.32
k105_67769	648	52.16
k105_159505	335	43.28
k105_161775	355	32.96
k105_98371	413	45.76
k105_134745	820	63.17
k105_98373	575	51.30
k105_134747	671	64.38
k105_134740	376	42.55
k105_134741	422	30.33
k105_134742	628	30.89
k105_98376	351	54.42
k105_98379	523	51.24
k105_98378	992	35.28
k105_43362	1261	62.41
k105_134748	423	71.39
k105_62149	324	47.84
k105_159502	467	32.33
k105_141071	1410	49.50
k105_159501	917	57.58
k105_84535	402	57.46
k105_129317	632	36.71
k105_161611	1554	44.66
k105_118624	443	46.73
k105_172655	306	29.08
k105_43363	937	51.76
k105_141075	349	39.83
k105_151864	863	44.15
k105_37736	413	55.69
k105_37737	2404	58.65
k105_65948	695	26.62
k105_65949	2298	40.56
k105_37732	317	64.67
k105_37733	1429	64.59
k105_65942	709	61.50
k105_65943	1202	64.14
k105_65940	415	41.20
k105_65941	754	62.07
k105_65947	556	35.61
k105_65944	374	71.12
k105_65945	766	53.66
k105_64461	871	55.68
k105_141079	389	53.21
k105_154159	582	61.00
k105_28601	737	35.28
k105_154158	940	64.04
k105_18768	596	37.25
k105_139039	900	54.56
k105_163535	624	61.06
k105_10212	1120	32.14
k105_154154	1723	64.02
k105_161701	733	60.71
k105_16934	624	38.62
k105_154151	362	68.23
k105_140068	553	66.37
k105_107099	497	33.00
k105_66411	263	36.12
k105_66410	223	30.94
k105_66413	2612	49.46
k105_133218	324	32.72
k105_66415	386	39.12
k105_66414	1238	55.41
k105_66417	713	54.00
k105_66416	487	45.17
k105_66419	321	47.04
k105_66418	470	43.83
k105_133211	680	57.50
k105_133210	329	44.98
k105_133216	678	24.34
k105_124727	1195	56.82
k105_124726	339	33.04
k105_124725	311	44.05
k105_124724	1344	35.19
k105_124723	2085	34.39
k105_124722	1364	60.56
k105_124721	2003	30.45
k105_124720	362	42.82
k105_124729	357	31.93
k105_124728	944	40.89
k105_63883	343	52.48
k105_62148	336	43.75
k105_127269	487	29.77
k105_127268	604	62.58
k105_127267	420	64.52
k105_127266	222	64.41
k105_127265	1648	63.77
k105_127264	888	60.02
k105_127263	335	60.90
k105_127262	742	54.31
k105_127261	303	48.84
k105_109784	889	50.51
k105_109785	307	39.74
k105_109786	380	43.95
k105_128436	679	45.51
k105_87868	312	53.53
k105_75549	443	33.86
k105_109787	361	54.02
k105_129076	385	53.77
k105_109780	365	65.21
k105_75541	336	30.06
k105_75540	1037	29.80
k105_129196	1671	59.49
k105_75546	807	29.49
k105_57425	389	39.33
k105_38288	986	36.51
k105_109782	497	37.63
k105_38283	270	61.85
k105_38282	1123	59.57
k105_109783	317	47.00
k105_38287	858	35.43
k105_38285	734	48.23
k105_39158	456	38.82
k105_39159	354	45.76
k105_165768	427	62.53
k105_170529	1202	63.31
k105_165764	708	32.06
k105_165765	468	43.59
k105_165766	833	52.46
k105_165767	620	27.26
k105_165760	708	31.92
k105_165761	499	28.66
k105_165762	587	35.43
k105_165763	562	51.78
k105_31369	335	51.34
k105_31368	436	30.96
k105_31367	1000	44.40
k105_62332	843	54.45
k105_31365	1001	45.85
k105_31363	442	65.61
k105_31362	846	68.32
k105_31361	442	57.92
k105_31360	476	69.75
k105_33732	420	44.05
k105_33733	307	34.20
k105_33731	804	28.11
k105_33736	1349	70.35
k105_33737	455	63.52
k105_168845	400	29.75
k105_33735	345	31.88
k105_33739	320	66.25
k105_140069	607	69.69
k105_86856	563	52.04
k105_55497	701	34.95
k105_171300	655	32.52
k105_55496	480	33.96
k105_55495	456	47.81
k105_42819	386	56.22
k105_55494	346	36.99
k105_55493	1247	29.03
k105_39033	596	39.26
k105_55492	339	49.26
k105_155249	644	53.26
k105_111048	788	44.54
k105_111049	1589	55.00
k105_55491	349	57.31
k105_111042	329	32.83
k105_155241	675	25.93
k105_111040	370	50.81
k105_111041	619	40.06
k105_111046	404	36.39
k105_111047	217	44.70
k105_111044	350	34.29
k105_111045	367	42.78
k105_138902	320	57.19
k105_130254	448	48.66
k105_119219	375	61.60
k105_119218	575	61.04
k105_119217	391	52.43
k105_119216	2318	61.73
k105_39032	702	44.16
k105_119214	539	33.95
k105_119213	518	38.80
k105_119212	335	53.43
k105_119211	757	41.74
k105_119210	225	36.89
k105_122378	368	51.09
k105_122379	489	60.12
k105_122376	443	52.14
k105_122377	516	65.31
k105_122374	435	62.53
k105_122375	404	68.32
k105_122372	566	58.13
k105_122373	512	58.40
k105_122370	651	66.36
k105_122371	437	64.53
k105_90407	382	53.40
k105_90406	483	39.96
k105_90405	314	42.68
k105_90404	1513	63.91
k105_123029	400	32.25
k105_90402	423	46.81
k105_90401	2445	63.39
k105_90400	497	60.16
k105_123025	304	56.25
k105_123027	679	28.72
k105_123026	441	53.29
k105_123021	510	46.86
k105_90409	424	35.14
k105_90408	1340	55.52
k105_166233	521	38.77
k105_166232	565	26.37
k105_166231	752	54.12
k105_166230	1114	51.97
k105_166237	970	31.13
k105_94914	969	39.63
k105_166239	357	29.41
k105_166238	553	33.63
k105_138908	335	27.16
k105_47308	1485	54.28
k105_47309	630	40.32
k105_138909	768	43.88
k105_39030	394	58.38
k105_47300	328	38.41
k105_47301	1176	32.99
k105_47303	904	33.30
k105_47304	356	29.78
k105_47305	728	29.95
k105_47306	675	67.85
k105_47307	554	60.47
k105_30283	355	28.45
k105_59527	591	52.96
k105_167724	944	37.92
k105_167725	442	28.51
k105_167722	1063	33.49
k105_167723	408	29.17
k105_167720	529	28.92
k105_167721	1118	32.38
k105_87554	420	52.14
k105_87557	609	27.26
k105_87551	549	59.74
k105_87550	1578	61.79
k105_167728	395	35.44
k105_87552	438	56.16
k105_44640	674	36.50
k105_44641	449	35.41
k105_44642	308	34.42
k105_99546	403	65.51
k105_44644	648	31.64
k105_44645	472	30.08
k105_44646	1244	46.14
k105_44647	517	34.43
k105_44648	308	26.95
k105_44649	505	30.50
k105_86208	472	57.42
k105_86209	364	59.07
k105_59522	462	70.35
k105_63923	458	30.57
k105_132424	526	54.37
k105_59521	1884	62.47
k105_25723	1009	43.61
k105_82405	760	30.66
k105_97868	847	52.30
k105_59520	1198	43.24
k105_97869	337	50.45
k105_85957	320	44.06
k105_110798	600	63.67
k105_39036	961	36.42
k105_85954	327	35.17
k105_121889	500	52.20
k105_121888	603	49.25
k105_85951	390	34.87
k105_85950	426	46.48
k105_110791	527	39.09
k105_110790	428	45.09
k105_121887	311	34.41
k105_110792	572	58.92
k105_110795	490	40.82
k105_110794	1124	59.25
k105_110797	813	46.49
k105_110796	320	68.12
k105_14164	358	44.97
k105_14165	745	35.17
k105_14166	419	63.01
k105_14167	830	33.86
k105_14160	854	34.19
k105_14161	530	30.75
k105_14162	347	41.50
k105_14163	400	41.25
k105_14168	444	54.73
k105_14169	489	32.72
k105_91395	304	22.37
k105_15695	347	57.64
k105_15694	547	67.28
k105_15697	369	60.70
k105_89864	570	31.93
k105_15691	489	70.96
k105_15690	317	47.63
k105_15693	449	62.36
k105_15692	838	53.82
k105_15699	386	39.38
k105_15698	480	35.83
k105_148552	889	68.39
k105_91398	1632	57.35
k105_148550	371	67.39
k105_148551	404	62.87
k105_148556	2095	36.32
k105_148557	506	51.19
k105_148554	452	56.42
k105_91399	405	46.67
k105_148558	1120	42.68
k105_132428	487	34.29
k105_39034	863	55.97
k105_117071	366	53.55
k105_167183	530	31.13
k105_167180	745	54.77
k105_167181	637	40.50
k105_167186	338	40.83
k105_167187	411	40.15
k105_167184	463	60.04
k105_167185	1404	28.35
